2	1.30E+000
2.25	1.08E+000
2.5	9.00E-001
2.75	7.61E-001
3	6.37E-001
3.25	5.36E-001
3.5	4.37E-001
3.75	3.52E-001
4	2.83E-001
4.25	2.23E-001
4.5	1.72E-001
4.75	1.32E-001
5	1.05E-001
5.25	8.21E-002
5.5	6.17E-002
5.75	4.82E-002
6	3.70E-002
6.25	2.70E-002
6.5	2.03E-002
6.75	1.50E-002
7	1.05E-002
7.25	6.68E-003
7.5	4.29E-003
7.75	2.69E-003
8	1.36E-003
8.25	4.13E-004
8.5	2.37E-004
8.75	1.29E-004
9	5.60E-005
9.25	2.20E-005
9.5	1.40E-005
