1	1	5	1	1	1	-20099.4	-796451	-9822.1	0.543174	-0.83962	6.12323E-017
2	1	5	1	2	1	-19231.1	-795890	-9675.1	0.543174	-0.83962	6.12323E-017
3	1	5	1	3	1	-21082.2	-797087	-9675.1	0.543174	-0.83962	6.12323E-017
4	1	5	1	4	1	-20099.3	-796452	-7585.1	0.543174	-0.83962	6.12323E-017
5	1	5	1	5	1	-19231.1	-795890	-6703.1	0.543174	-0.83962	6.12323E-017
6	1	5	1	6	1	-21082.2	-797087	-6703.1	0.543174	-0.83962	6.12323E-017
7	1	5	1	7	1	-20099.3	-796452	-5458.1	0.543174	-0.83962	6.12323E-017
8	1	5	1	8	1	-19231.1	-795890	-3731.1	0.543174	-0.83962	6.12323E-017
9	1	5	1	9	1	-21082.2	-797087	-3731.1	0.543174	-0.83962	6.12323E-017
10	1	5	1	10	1	-20099.3	-796452	-2612.1	0.543174	-0.83962	6.12323E-017
11	1	5	2	1	1	-21620.8	-798154	-9822.7	0.977783	-0.209619	6.12323E-017
12	1	5	2	2	1	-21904.6	-799479	-9822.7	0.977783	-0.209619	6.12323E-017
13	1	5	2	3	1	-21620.8	-798154	-7585.7	0.977735	-0.209844	6.12323E-017
14	1	5	2	4	1	-21904.6	-799479	-7585.7	0.977783	-0.209619	6.12323E-017
15	1	5	2	5	1	-21620.8	-798154	-5458.7	0.977735	-0.209844	6.12323E-017
16	1	5	2	6	1	-21904.6	-799479	-5458.7	0.977783	-0.209619	6.12323E-017
17	1	5	2	7	1	-21620.8	-798154	-2612.7	0.977735	-0.209844	6.12323E-017
18	1	5	2	8	1	-21904.6	-799479	-2612.7	0.977783	-0.209619	6.12323E-017
19	1	5	3	1	1	-21106.5	-801824	-9822.1	0.83962	0.543174	6.12323E-017
20	1	5	3	2	1	-19585.6	-804175	-9822.1	0.83962	0.543174	6.12323E-017
21	1	5	3	3	1	-18138.9	-806411	-9822.1	0.83962	0.543174	6.12323E-017
22	1	5	3	4	1	-21851	-800673	-9675.1	0.83962	0.543174	6.12323E-017
23	1	5	3	5	1	-20384.4	-802940	-9675.1	0.83962	0.543174	6.12323E-017
24	1	5	3	6	1	-18861	-805295	-9675.1	0.83962	0.543174	6.12323E-017
25	1	5	3	7	1	-17394.5	-807562	-9675.1	0.83962	0.543174	6.12323E-017
26	1	5	3	8	1	-21106.3	-801824	-7585.5	0.83962	0.543174	6.12323E-017
27	1	5	3	9	1	-19585.6	-804175	-7584.8	0.83962	0.543174	6.12323E-017
28	1	5	3	10	1	-18139.3	-806410	-7584.8	0.83962	0.543174	6.12323E-017
29	1	5	3	11	1	-21851	-800673	-6703.5	0.83962	0.543174	6.12323E-017
30	1	5	3	12	1	-20384.4	-802940	-6703.5	0.83962	0.543174	6.12323E-017
31	1	5	3	13	1	-18861.4	-805294	-6702.8	0.83962	0.543174	6.12323E-017
32	1	5	3	14	1	-17394.8	-807561	-6702.8	0.83962	0.543174	6.12323E-017
33	1	5	3	15	1	-21106.3	-801824	-5458.5	0.83962	0.543174	6.12323E-017
34	1	5	3	16	1	-19585.6	-804175	-5457.8	0.83962	0.543174	6.12323E-017
35	1	5	3	17	1	-18139.3	-806410	-5457.8	0.83962	0.543174	6.12323E-017
36	1	5	3	18	1	-21851	-800673	-3731.5	0.83962	0.543174	6.12323E-017
37	1	5	3	19	1	-20384.4	-802940	-3731.5	0.83962	0.543174	6.12323E-017
38	1	5	3	20	1	-18861.4	-805294	-3731.2	0.83962	0.543174	6.12323E-017
39	1	5	3	21	1	-17394.8	-807561	-3731.2	0.83962	0.543174	6.12323E-017
40	1	5	3	22	1	-21106.3	-801824	-2612.5	0.83962	0.543174	6.12323E-017
41	1	5	3	23	1	-19585.6	-804175	-2612.2	0.83962	0.543174	6.12323E-017
42	1	5	3	24	1	-18139.3	-806410	-2612.2	0.83962	0.543174	6.12323E-017
43	1	5	4	1	1	-16327.4	-808100	-9822.1	0.209844	0.977735	6.12323E-017
44	1	5	4	2	1	-15002.9	-808384	-9822.1	0.209619	0.977783	6.12323E-017
45	1	5	4	3	1	-16327.4	-808100	-7585.1	0.209393	0.977831	6.12323E-017
46	1	5	4	4	1	-15002.9	-808384	-7585.1	0.209619	0.977783	6.12323E-017
47	1	5	4	5	1	-16327.4	-808100	-5458.1	0.209393	0.977831	6.12323E-017
48	1	5	4	6	1	-15002.9	-808384	-5458.1	0.209619	0.977783	6.12323E-017
49	1	5	4	7	1	-16327.4	-808100	-2612.1	0.209393	0.977831	6.12323E-017
50	1	5	4	8	1	-15002.9	-808384	-2612.1	0.209619	0.977783	6.12323E-017
51	1	5	5	1	1	-12940.6	-807769	-9822.1	-0.543174	0.83962	6.12323E-017
52	1	5	5	2	1	-13808.9	-808330	-9675.1	-0.543174	0.83962	6.12323E-017
53	1	5	5	3	1	-11957.8	-807133	-9675.1	-0.543174	0.83962	6.12323E-017
54	1	5	5	4	1	-12940.7	-807768	-7585.1	-0.543174	0.83962	6.12323E-017
55	1	5	5	5	1	-13808.9	-808330	-6703.1	-0.543174	0.83962	6.12323E-017
56	1	5	5	6	1	-11957.8	-807133	-6703.1	-0.543174	0.83962	6.12323E-017
57	1	5	5	7	1	-12940.7	-807768	-5458.1	-0.543174	0.83962	6.12323E-017
58	1	5	5	8	1	-13808.9	-808330	-3731.1	-0.543174	0.83962	6.12323E-017
59	1	5	5	9	1	-11957.8	-807133	-3731.1	-0.543174	0.83962	6.12323E-017
60	1	5	5	10	1	-12940.7	-807768	-2612.1	-0.543174	0.83962	6.12323E-017
61	1	5	6	1	1	-11419.2	-806066	-9822.1	-0.977783	0.209619	6.12323E-017
62	1	5	6	2	1	-11135.4	-804741	-9822.1	-0.977783	0.209619	6.12323E-017
63	1	5	6	3	1	-11419.2	-806066	-7585.1	-0.977735	0.209844	6.12323E-017
64	1	5	6	4	1	-11135.4	-804741	-7585.1	-0.977783	0.209619	6.12323E-017
65	1	5	6	5	1	-11419.2	-806066	-5458.1	-0.977735	0.209844	6.12323E-017
66	1	5	6	6	1	-11135.4	-804741	-5458.1	-0.977783	0.209619	6.12323E-017
67	1	5	6	7	1	-11419.2	-806066	-2602.3	-0.977735	0.209844	6.12323E-017
68	1	5	6	8	1	-11135.4	-804741	-2612.1	-0.977783	0.209619	6.12323E-017
69	1	5	7	1	1	-11933.5	-802396	-9822.1	-0.83962	-0.543174	6.12323E-017
70	1	5	7	2	1	-13454.4	-800045	-9822.1	-0.83962	-0.543174	6.12323E-017
71	1	5	7	3	1	-14901.1	-797809	-9822.1	-0.83962	-0.543174	6.12323E-017
72	1	5	7	4	1	-11189	-803547	-9675.1	-0.83962	-0.543174	6.12323E-017
73	1	5	7	5	1	-12655.6	-801280	-9675.1	-0.83962	-0.543174	6.12323E-017
74	1	5	7	6	1	-14179	-798925	-9675.1	-0.83962	-0.543174	6.12323E-017
75	1	5	7	7	1	-15645.5	-796658	-9675.1	-0.83962	-0.543174	6.12323E-017
76	1	5	7	8	1	-11933.7	-802396	-7585.5	-0.83962	-0.543174	6.12323E-017
77	1	5	7	9	1	-13454.4	-800045	-7584.8	-0.83962	-0.543174	6.12323E-017
78	1	5	7	10	1	-14900.7	-797810	-7584.8	-0.83962	-0.543174	6.12323E-017
79	1	5	7	11	1	-11189	-803547	-6703.5	-0.83962	-0.543174	6.12323E-017
80	1	5	7	12	1	-12655.6	-801280	-6703.5	-0.83962	-0.543174	6.12323E-017
81	1	5	7	13	1	-14178.6	-798926	-6702.8	-0.83962	-0.543174	6.12323E-017
82	1	5	7	14	1	-15645.2	-796659	-6702.8	-0.83962	-0.543174	6.12323E-017
83	1	5	7	15	1	-11933.7	-802396	-5458.5	-0.83962	-0.543174	6.12323E-017
84	1	5	7	16	1	-13454.4	-800045	-5457.8	-0.83962	-0.543174	6.12323E-017
85	1	5	7	17	1	-14900.7	-797810	-5457.8	-0.83962	-0.543174	6.12323E-017
86	1	5	7	18	1	-11189	-803547	-3731.5	-0.83962	-0.543174	6.12323E-017
87	1	5	7	19	1	-12655.6	-801280	-3731.5	-0.83962	-0.543174	6.12323E-017
88	1	5	7	20	1	-14178.6	-798926	-3731.2	-0.83962	-0.543174	6.12323E-017
89	1	5	7	21	1	-15645.2	-796659	-3731.2	-0.83962	-0.543174	6.12323E-017
90	1	5	7	22	1	-11933.7	-802396	-2612.5	-0.83962	-0.543174	6.12323E-017
91	1	5	7	23	1	-13454.4	-800045	-2612.2	-0.83962	-0.543174	6.12323E-017
92	1	5	7	24	1	-14900.7	-797810	-2612.2	-0.83962	-0.543174	6.12323E-017
93	1	5	8	1	1	-16712.7	-796120	-9822.4	-0.209619	-0.977783	6.12323E-017
94	1	5	8	2	1	-18037.2	-795836	-9822.4	-0.209844	-0.977735	6.12323E-017
95	1	5	8	3	1	-16712.7	-796120	-7585.4	-0.209619	-0.977783	6.12323E-017
96	1	5	8	4	1	-18037.2	-795836	-7585.4	-0.209844	-0.977735	6.12323E-017
97	1	5	8	5	1	-16712.7	-796120	-5458.4	-0.209619	-0.977783	6.12323E-017
98	1	5	8	6	1	-18037.2	-795836	-5458.4	-0.209844	-0.977735	6.12323E-017
99	1	5	8	7	1	-16712.7	-796120	-2602.6	-0.209619	-0.977783	6.12323E-017
100	1	5	8	8	1	-18037.2	-795836	-2612.4	-0.209844	-0.977735	6.12323E-017
101	1	5	9	1	1	-20452.7	-797509	-10797.4	0	0	1
102	1	5	9	2	1	-21436.6	-798886	-10797.4	0	0	1
103	1	5	9	3	1	-21211.8	-800381	-10797.4	0	0	1
104	1	5	9	4	1	-19582.3	-802900	-10797.4	0	0	1
105	1	5	9	5	1	-18495.1	-804579	-10797.4	0	0	1
106	1	5	9	6	1	-16865.6	-807098	-10797.4	0	0	1
107	1	5	9	7	1	-15595.1	-807915	-10797.4	0	0	1
108	1	5	9	8	1	-13935.7	-807584	-10797.4	0	0	1
109	1	5	9	9	1	-12587.3	-806711	-10797.4	0	0	1
110	1	5	9	10	1	-11603.4	-805334	-10797.4	0	0	1
111	1	5	9	11	1	-11828.2	-803839	-10797.4	0	0	1
112	1	5	9	12	1	-13457.7	-801320	-10797.4	0	0	1
113	1	5	9	13	1	-14544.9	-799641	-10797.4	0	0	1
114	1	5	9	14	1	-16174.4	-797122	-10797.4	0	0	1
115	1	5	9	15	1	-17444.9	-796305	-10797.4	0	0	1
116	1	5	9	16	1	-19104.3	-796636	-10797.4	0	0	1
117	1	5	9	17	1	-17737.6	-801707	-10797.4	0	0	1
118	1	5	9	18	1	-16650.4	-803385	-10797.4	0	0	1
119	1	5	9	19	1	-15302.4	-802513	-10797.4	0	0	1
120	1	5	9	20	1	-16389.6	-800835	-10797.4	0	0	1
121	1	5	9	21	1	-16520	-802110	-10797.4	0	0	1
122	1	6	1	1	0	-20321	-796109	-10557.1	-0.543174	0.83962	6.12323E-017
123	1	6	1	2	0	-20321	-796109	-8458.1	-0.543174	0.83962	6.12323E-017
124	1	6	1	3	0	-20320.9	-796109	-6128.1	-0.543174	0.83962	6.12323E-017
125	1	6	1	4	0	-20320.9	-796109	-3156.1	-0.543174	0.83962	6.12323E-017
126	1	6	2	1	0	-22019.7	-798069	-10557.7	-0.977735	0.209844	6.12323E-017
127	1	6	2	2	0	-22303.7	-799393	-10557.7	-0.977783	0.209619	6.12323E-017
128	1	6	2	3	0	-22019.7	-798069	-8458.7	-0.977735	0.209844	6.12323E-017
129	1	6	2	4	0	-22303.7	-799393	-8458.7	-0.977783	0.209619	6.12323E-017
130	1	6	2	5	0	-22019.8	-798069	-6128.7	-0.977783	0.209619	6.12323E-017
131	1	6	2	6	0	-22303.7	-799393	-6128.7	-0.977783	0.209619	6.12323E-017
132	1	6	2	7	0	-22019.8	-798069	-3156.7	-0.977783	0.209619	6.12323E-017
133	1	6	2	8	0	-22303.7	-799393	-3156.7	-0.977783	0.209619	6.12323E-017
134	1	6	3	1	0	-21449.1	-802045	-10557.1	-0.83962	-0.543174	6.12323E-017
135	1	6	3	2	0	-19928.2	-804396	-10557.1	-0.83962	-0.543174	6.12323E-017
136	1	6	3	3	0	-18481.5	-806632	-10557.1	-0.83962	-0.543174	6.12323E-017
137	1	6	3	4	0	-21449.1	-802045	-8458.1	-0.83962	-0.543174	6.12323E-017
138	1	6	3	5	0	-19928.2	-804396	-8458.1	-0.83962	-0.543174	6.12323E-017
139	1	6	3	6	0	-18481.5	-806632	-8458.1	-0.83962	-0.543174	6.12323E-017
140	1	6	3	7	0	-21448.8	-802045	-6128.5	-0.83962	-0.543174	6.12323E-017
141	1	6	3	8	0	-19928.2	-804396	-6127.8	-0.83962	-0.543174	6.12323E-017
142	1	6	3	9	0	-18481.8	-806632	-6127.8	-0.83962	-0.543174	6.12323E-017
143	1	6	3	10	0	-21448.8	-802045	-3156.5	-0.83962	-0.543174	6.12323E-017
144	1	6	3	11	0	-19928.2	-804396	-3156.2	-0.83962	-0.543174	6.12323E-017
145	1	6	3	12	0	-18481.8	-806632	-3156.2	-0.83962	-0.543174	6.12323E-017
146	1	6	4	1	0	-16412.9	-808499	-10557.1	-0.209619	-0.977783	6.12323E-017
147	1	6	4	2	0	-15088.3	-808783	-10557.1	-0.209619	-0.977783	6.12323E-017
148	1	6	4	3	0	-16412.9	-808499	-8458.1	-0.209619	-0.977783	6.12323E-017
149	1	6	4	4	0	-15088.3	-808783	-8458.1	-0.209619	-0.977783	6.12323E-017
150	1	6	4	5	0	-16412.9	-808499	-6128.1	-0.209619	-0.977783	6.12323E-017
151	1	6	4	6	0	-15088.3	-808783	-6128.1	-0.209619	-0.977783	6.12323E-017
152	1	6	4	7	0	-16412.9	-808499	-3156.1	-0.209619	-0.977783	6.12323E-017
153	1	6	4	8	0	-15088.3	-808783	-3156.1	-0.209619	-0.977783	6.12323E-017
154	1	6	5	1	0	-12719	-808111	-10557.1	0.543174	-0.83962	6.12323E-017
155	1	6	5	2	0	-12719	-808111	-8458.1	0.543174	-0.83962	6.12323E-017
156	1	6	5	3	0	-12719.1	-808111	-6128.1	0.543174	-0.83962	6.12323E-017
157	1	6	5	4	0	-12719.1	-808111	-3156.1	0.543174	-0.83962	6.12323E-017
158	1	6	6	1	0	-11020.3	-806151	-10557.1	0.977735	-0.209844	6.12323E-017
159	1	6	6	2	0	-10736.3	-804827	-10557.1	0.977783	-0.209619	6.12323E-017
160	1	6	6	3	0	-11020.3	-806151	-8458.1	0.977735	-0.209844	6.12323E-017
